date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:33:16	13695/13695	---MC-	200	added ('OK')	text/javascript	date:Tue,%2028%20Jul%202015%2008:05:32%20GMT	https://www.blogger.com/static/v1/jsbin/3996186021-comment_from_post_iframe.js	C:/Users/pc-3/Desktop/walter/www.blogger.com/static/v1/jsbin/3996186021-comment_from_post_iframe.js	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:17	81580/81580	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/aerolineas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/aerolineas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:18	65672/65672	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Jul%202015%2009:33:11%20GMT	http://visitaandahuaylas.blogspot.com/2011/11/444444	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/444444.c.delayed	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:18	86331/86331	---M--	200	added ('OK')	image/jpeg	etag:%22v7a%22	http://2.bp.blogspot.com/-CqUeL9ScfF8/TsdWCKiAtgI/AAAAAAAAAHo/Jt3eU3hj5_k/s1600/banner.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-CqUeL9ScfF8/TsdWCKiAtgI/AAAAAAAAAHo/Jt3eU3hj5_k/s1600/banner.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:20	24642/24642	---MC-	200	added ('OK')	text/javascript	date:Fri,%2031%20Jul%202015%2009:25:30%20GMT	http://pagead2.googlesyndication.com/pagead/show_ads.js	C:/Users/pc-3/Desktop/walter/pagead2.googlesyndication.com/pagead/f.txt	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:20	141/141	---M--	200	added ('OK')	image/gif	date:Tue,%2028%20Jul%202015%2008:05:32%20GMT	https://img2.blogblog.com/img/widgets/arrow_dropdown.gif	C:/Users/pc-3/Desktop/walter/img2.blogblog.com/img/widgets/arrow_dropdown.gif	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:20	500/500	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jul%202015%2005:00:00%20GMT	https://img1.blogblog.com/img/icon_feed12.png	C:/Users/pc-3/Desktop/walter/img1.blogblog.com/img/icon_feed12.png	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:21	1445/1445	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202015%2008:05:32%20GMT	https://img1.blogblog.com/img/widgets/subscribe-netvibes.png	C:/Users/pc-3/Desktop/walter/img1.blogblog.com/img/widgets/subscribe-netvibes.png	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:21	580/580	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202015%2018:55:43%20GMT	https://img1.blogblog.com/img/widgets/subscribe-yahoo.png	C:/Users/pc-3/Desktop/walter/img1.blogblog.com/img/widgets/subscribe-yahoo.png	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:22	83266/83266	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:24	90480/90480	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:25	78825/78825	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/sondor-bastion-chanka.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/sondor-bastion-chanka.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:26	74918/74918	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/campanayoq-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/campanayoq-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:27	96092/96092	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/huancaray-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/huancaray-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:28	74512/74512	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/santa-rosa-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/santa-rosa-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:30	75950/75950	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/en-ruta-visita-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/en-ruta-visita-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:31	102455/102455	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/costos-para-una-estancia-en-andahuaylas.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/costos-para-una-estancia-en-andahuaylas.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:32	87602/87602	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/restaurantes-recreos-turisticos.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/restaurantes-recreos-turisticos.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:33	74198/74198	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/hoteles-hostales.html	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/hoteles-hostales.html	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:33	3183/3183	---M--	200	added ('OK')	image/jpeg	etag:%22v668%22	http://lh4.googleusercontent.com/-7LZG0Ah2CMw/AAAAAAAAAAI/AAAAAAAABmg/dylwz1PgVzY/s80-c/photo.jpg	C:/Users/pc-3/Desktop/walter/lh4.googleusercontent.com/-7LZG0Ah2CMw/AAAAAAAAAAI/AAAAAAAABmg/dylwz1PgVzY/s80-c/photo.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:33	492/492	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Feb%202013%2019:35:45%20GMT	http://www.google.com/images/icons/ui/gprofile_button-16.png	C:/Users/pc-3/Desktop/walter/www.google.com/images/icons/ui/gprofile_button-16.png	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:38	31243/31243	---M--	200	added ('OK')	image/jpeg	etag:%22vbc%22	http://2.bp.blogspot.com/-4HS1pGCMyrI/TsvU34Rde1I/AAAAAAAAALw/zOSp-h8z26M/s320/Trucha.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-4HS1pGCMyrI/TsvU34Rde1I/AAAAAAAAALw/zOSp-h8z26M/s320/Trucha.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:33:45	36460/36460	---M--	200	added ('OK')	image/jpeg	etag:%22vbe%22	http://3.bp.blogspot.com/-3i4JKjIZ_6k/TsvVCdiSiYI/AAAAAAAAAL4/p0xa_jvS4mI/s320/TallarinRR.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-3i4JKjIZ_6k/TsvVCdiSiYI/AAAAAAAAAL4/p0xa_jvS4mI/s320/TallarinRR.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:33:50	93123/93123	---MC-	200	added ('OK')	text/javascript	date:Wed,%2029%20Jul%202015%2005:00:00%20GMT	https://www.blogger.com/static/v1/widgets/1514304437-widgets.js	C:/Users/pc-3/Desktop/walter/www.blogger.com/static/v1/widgets/1514304437-widgets.js	(from http://visitaandahuaylas.blogspot.com/2011/11/transporte.html)
04:33:55	29841/29841	---M--	200	added ('OK')	image/jpeg	etag:%22vc0%22	http://3.bp.blogspot.com/-i-JcTv88YDk/TsvVLWtgToI/AAAAAAAAAMA/SZc0mRWo8vA/s320/pollada.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-i-JcTv88YDk/TsvVLWtgToI/AAAAAAAAAMA/SZc0mRWo8vA/s320/pollada.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:23	310644/310644	---M--	200	added ('OK')	image/jpeg	etag:%22vbc%22	http://2.bp.blogspot.com/-4HS1pGCMyrI/TsvU34Rde1I/AAAAAAAAALw/zOSp-h8z26M/s1600/Trucha.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-4HS1pGCMyrI/TsvU34Rde1I/AAAAAAAAALw/zOSp-h8z26M/s1600/Trucha.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:29	36978/36978	---M--	200	added ('OK')	image/jpeg	etag:%22vc2%22	http://3.bp.blogspot.com/-DssJNMT-eKQ/TsvVVX3Lo9I/AAAAAAAAAMI/wtFzs8Ztcm8/s320/CuyChactado2.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-DssJNMT-eKQ/TsvVVX3Lo9I/AAAAAAAAAMI/wtFzs8Ztcm8/s320/CuyChactado2.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:30	345100/345100	---M--	200	added ('OK')	image/jpeg	etag:%22vbe%22	http://3.bp.blogspot.com/-3i4JKjIZ_6k/TsvVCdiSiYI/AAAAAAAAAL4/p0xa_jvS4mI/s1600/TallarinRR.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-3i4JKjIZ_6k/TsvVCdiSiYI/AAAAAAAAAL4/p0xa_jvS4mI/s1600/TallarinRR.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:35	30085/30085	---M--	200	added ('OK')	image/jpeg	etag:%22vc4%22	http://2.bp.blogspot.com/-f1IoK7ifXIw/TsvVei9eMKI/AAAAAAAAAMQ/ykYgdsHt46o/s320/Chicharrones.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-f1IoK7ifXIw/TsvVei9eMKI/AAAAAAAAAMQ/ykYgdsHt46o/s320/Chicharrones.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:39	342361/342361	---M--	200	added ('OK')	image/jpeg	etag:%22vc0%22	http://3.bp.blogspot.com/-i-JcTv88YDk/TsvVLWtgToI/AAAAAAAAAMA/SZc0mRWo8vA/s1600/pollada.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-i-JcTv88YDk/TsvVLWtgToI/AAAAAAAAAMA/SZc0mRWo8vA/s1600/pollada.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:44	29893/29893	---M--	200	added ('OK')	image/jpeg	etag:%22vc6%22	http://4.bp.blogspot.com/-S4KJoFyLo68/TsvVpZGT8fI/AAAAAAAAAMY/ODqMnYAM3CI/s320/Chairo.jpg	C:/Users/pc-3/Desktop/walter/4.bp.blogspot.com/-S4KJoFyLo68/TsvVpZGT8fI/AAAAAAAAAMY/ODqMnYAM3CI/s320/Chairo.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:34:59	397370/397370	---M--	200	added ('OK')	image/jpeg	etag:%22vc2%22	http://3.bp.blogspot.com/-DssJNMT-eKQ/TsvVVX3Lo9I/AAAAAAAAAMI/wtFzs8Ztcm8/s1600/CuyChactado2.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-DssJNMT-eKQ/TsvVVX3Lo9I/AAAAAAAAAMI/wtFzs8Ztcm8/s1600/CuyChactado2.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:00	1654/1654	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202015%2008:05:32%20GMT	https://img1.blogblog.com/img/anon36.png	C:/Users/pc-3/Desktop/walter/img1.blogblog.com/img/anon36.png	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:03	92780/92780	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html?showComment=1360854630445	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina12c3.html	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:06	92780/92780	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html?showComment=1388768982564	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina6aea.html	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:09	92780/92780	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html?showComment=1405961781023	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina80a6.html	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:10	1048/1048	---M--	200	added ('OK')	image/jpeg	etag:%22v13%22	http://lh5.googleusercontent.com/-53TqVbX__H0/AAAAAAAAAAI/AAAAAAAAABM/ivCCK7QQDa4/s35-c/photo.jpg	C:/Users/pc-3/Desktop/walter/lh5.googleusercontent.com/-53TqVbX__H0/AAAAAAAAAAI/AAAAAAAAABM/ivCCK7QQDa4/s35-c/photo.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:12	92780/92780	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html?showComment=1422115905797	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina242a.html	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:15	92780/92780	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html?showComment=1422115962153	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylinaa817.html	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:16	301798/301798	---M--	200	added ('OK')	image/jpeg	etag:%22vc4%22	http://2.bp.blogspot.com/-f1IoK7ifXIw/TsvVei9eMKI/AAAAAAAAAMQ/ykYgdsHt46o/s1600/Chicharrones.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-f1IoK7ifXIw/TsvVei9eMKI/AAAAAAAAAMQ/ykYgdsHt46o/s1600/Chicharrones.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:19	298160/298160	---M--	200	added ('OK')	image/jpeg	etag:%22vc6%22	http://4.bp.blogspot.com/-S4KJoFyLo68/TsvVpZGT8fI/AAAAAAAAAMY/ODqMnYAM3CI/s1600/Chairo.jpg	C:/Users/pc-3/Desktop/walter/4.bp.blogspot.com/-S4KJoFyLo68/TsvVpZGT8fI/AAAAAAAAAMY/ODqMnYAM3CI/s1600/Chairo.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:19	81580/81580	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/aerolineas.html?showComment=1374949555463	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/aerolineasf485.html	(from http://visitaandahuaylas.blogspot.com/2011/11/aerolineas.html)
04:35:33	89030/89030	---M--	200	added ('OK')	image/jpeg	etag:%22vb6%22	http://1.bp.blogspot.com/-pFNIXN3YJC0/Tstt59aCphI/AAAAAAAAALY/0qF6NIROj1Y/s400/Huay6.jpg	C:/Users/pc-3/Desktop/walter/1.bp.blogspot.com/-pFNIXN3YJC0/Tstt59aCphI/AAAAAAAAALY/0qF6NIROj1Y/s400/Huay6.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:35:40	121087/121087	---M--	200	added ('OK')	image/jpeg	etag:%22vb8%22	http://2.bp.blogspot.com/-GvI--1cqzf4/TstuDm-cSsI/AAAAAAAAALg/5IWMfHlrcpE/s1600/Andas.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-GvI--1cqzf4/TstuDm-cSsI/AAAAAAAAALg/5IWMfHlrcpE/s1600/Andas.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:35:41	51730/51730	---M--	200	added ('OK')	image/jpeg	etag:%22vb8%22	http://2.bp.blogspot.com/-GvI--1cqzf4/TstuDm-cSsI/AAAAAAAAALg/5IWMfHlrcpE/s400/Andas.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-GvI--1cqzf4/TstuDm-cSsI/AAAAAAAAALg/5IWMfHlrcpE/s400/Andas.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:35:42	399248/399248	---MC-	200	added ('OK')	text/javascript	date:Mon,%2014%20May%202012%2020:21:35%20GMT	http://www.blogblog.com/dynamicviews/4224c15c4e7c9321/js/comments.js	C:/Users/pc-3/Desktop/walter/www.blogblog.com/dynamicviews/4224c15c4e7c9321/js/comments.js	(from http://visitaandahuaylas.blogspot.com/2011/11/gastronomia-andahuaylina.html)
04:35:44	805/805	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jul%202015%2008:05:32%20GMT	https://img2.blogblog.com/img/b36-rounded.png	C:/Users/pc-3/Desktop/walter/img2.blogblog.com/img/b36-rounded.png	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:35:46	83266/83266	---M-Z	200	added ('OK')	text/html	etag:%2205ea1ab4-bd39-44be-9bcb-64e048a9bb9c%22	http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html?showComment=1397320925833	C:/Users/pc-3/Desktop/walter/visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes61b0.html	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:35:55	53168/53168	---M--	200	added ('OK')	image/jpeg	etag:%22v40%22	http://1.bp.blogspot.com/-14CbuW9kCug/Tr4SdkiBMAI/AAAAAAAAAEA/RIzC-XQNTJ0/s400/pacucha2.jpg	C:/Users/pc-3/Desktop/walter/1.bp.blogspot.com/-14CbuW9kCug/Tr4SdkiBMAI/AAAAAAAAAEA/RIzC-XQNTJ0/s400/pacucha2.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
04:35:55	46915/46915	---M--	200	added ('OK')	image/jpeg	etag:%22v42%22	http://2.bp.blogspot.com/-AgQHWZ8sn-A/Tr4S8IPMZ4I/AAAAAAAAAEI/4WbbIs14oUY/s1600/pacucha3.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-AgQHWZ8sn-A/Tr4S8IPMZ4I/AAAAAAAAAEI/4WbbIs14oUY/s1600/pacucha3.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
04:36:01	37023/37023	---M--	200	added ('OK')	image/jpeg	etag:%22v42%22	http://2.bp.blogspot.com/-AgQHWZ8sn-A/Tr4S8IPMZ4I/AAAAAAAAAEI/4WbbIs14oUY/s400/pacucha3.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-AgQHWZ8sn-A/Tr4S8IPMZ4I/AAAAAAAAAEI/4WbbIs14oUY/s400/pacucha3.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
04:36:08	39235/39235	---M--	200	added ('OK')	image/jpeg	etag:%22v4e%22	http://3.bp.blogspot.com/-y2OeBP1RWyA/Tr4a_qJcyNI/AAAAAAAAAE4/ivBT8v7uxN4/s400/pacucha5.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-y2OeBP1RWyA/Tr4a_qJcyNI/AAAAAAAAAE4/ivBT8v7uxN4/s400/pacucha5.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
04:36:28	200004/200004	---M--	200	added ('OK')	image/jpeg	etag:%22v4e%22	http://3.bp.blogspot.com/-y2OeBP1RWyA/Tr4a_qJcyNI/AAAAAAAAAE4/ivBT8v7uxN4/s1600/pacucha5.jpg	C:/Users/pc-3/Desktop/walter/3.bp.blogspot.com/-y2OeBP1RWyA/Tr4a_qJcyNI/AAAAAAAAAE4/ivBT8v7uxN4/s1600/pacucha5.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
04:36:34	547418/547418	---M--	200	added ('OK')	image/jpeg	etag:%22vb6%22	http://1.bp.blogspot.com/-pFNIXN3YJC0/Tstt59aCphI/AAAAAAAAALY/0qF6NIROj1Y/s1600/Huay6.jpg	C:/Users/pc-3/Desktop/walter/1.bp.blogspot.com/-pFNIXN3YJC0/Tstt59aCphI/AAAAAAAAALY/0qF6NIROj1Y/s1600/Huay6.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/andahuaylas-pradera-de-los-celajes.html)
04:36:34	34142/34142	---M--	200	added ('OK')	image/jpeg	etag:%22v50%22	http://2.bp.blogspot.com/-qKusX0LOLLA/Tr4be31lKVI/AAAAAAAAAFA/_CXbIWEpfKo/s400/pacucha6.jpg	C:/Users/pc-3/Desktop/walter/2.bp.blogspot.com/-qKusX0LOLLA/Tr4be31lKVI/AAAAAAAAAFA/_CXbIWEpfKo/s400/pacucha6.jpg	(from http://visitaandahuaylas.blogspot.com/2011/11/hermosa-laguna-de-pacucha-andahuaylas.html)
